Start Time,Duration,Title,Device Type,Country,Show Title,Genre,Media Type
2023-01-03 02:21:00-05:00,0 days 00:30:06,Emily in Paris: Season 3: Charade (Episode 10),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-03 01:46:00-05:00,0 days 00:34:32,Emily in Paris: Season 3: Love Is in the Air (Episode 9),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-03 01:21:00-05:00,0 days 00:24:25,Emily in Paris: Season 3: Fashion Victim (Episode 8),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-03 00:50:00-05:00,0 days 00:24:15,Emily in Paris: Season 3: How to Lose a Designer in 10 Days (Episode 7),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-03 00:18:00-05:00,0 days 00:31:38,Emily in Paris: Season 3: Ex-en-Provence (Episode 6),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-02 23:47:00-05:00,0 days 00:30:01,Emily in Paris: Season 3: Ooo La La Liste (Episode 5),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-02 23:19:00-05:00,0 days 00:28:37,"Emily in Paris: Season 3: Live From Paris, It‚Äôs Emily Cooper (Episode 4)",Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-02 22:49:00-05:00,0 days 00:29:53,Emily in Paris: Season 3: Coo D‚Äô√©tat (Episode 3),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2023-01-02 22:00:00-05:00,0 days 00:35:14,Loving Adults,Roku Midland Smart TV,US (United States),Loving Adults,Drama,Film
2023-01-02 17:08:00-05:00,0 days 01:07:06,Loving Adults,Roku Midland Smart TV,US (United States),Loving Adults,Drama,Film
2022-12-26 23:35:00-05:00,0 days 00:30:11,Emily in Paris: Season 3: What's It All About... (Episode 2),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 22:47:00-05:00,0 days 00:33:09,Emily in Paris: Season 3: I Have Two Lovers (Episode 1),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 22:10:00-05:00,0 days 00:36:08,Emily in Paris: Season 2: French Revolution (Episode 10),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 21:43:00-05:00,0 days 00:26:45,Emily in Paris: Season 2: Scents & Sensibility (Episode 9),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 21:19:00-05:00,0 days 00:24:14,Emily in Paris: Season 2: Champagne Problems (Episode 8),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 20:52:00-05:00,0 days 00:27:15,"Emily in Paris: Season 2: The Cook, the Thief, Her Ghost and His Lover (Episode 7)",Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 20:24:00-05:00,0 days 00:27:45,Emily in Paris: Season 2: Boiling Point (Episode 6),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 19:58:00-05:00,0 days 00:26:09,Emily in Paris: Season 2: An Englishman in Paris (Episode 5),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-26 00:15:00-05:00,0 days 00:32:24,Emily in Paris: Season 2: Jules and Em (Episode 4),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 23:49:00-05:00,0 days 00:25:00,Emily in Paris: Season 2: Bon Anniversaire! (Episode 3),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 23:24:00-05:00,0 days 00:25:45,Emily in Paris: Season 2: Do You Know the Way to St. Tropez? (Episode 2),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 22:50:00-05:00,0 days 00:24:24,Emily in Paris: Season 2: Voulez-Vous Coucher Avec Moi? (Episode 1),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 22:17:00-05:00,0 days 00:32:38,Emily in Paris: Season 1: Cancel Couture (Episode 10),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 21:54:00-05:00,0 days 00:22:14,Emily in Paris: Season 1: An American Auction in Paris (Episode 9),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 21:27:00-05:00,0 days 00:27:09,Emily in Paris: Season 1: Family Affair (Episode 8),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 20:58:00-05:00,0 days 00:26:03,Emily in Paris: Season 1: French Ending (Episode 7),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 20:29:00-05:00,0 days 00:27:36,Emily in Paris: Season 1: Ringarde (Episode 6),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 20:02:00-05:00,0 days 00:24:39,Emily in Paris: Season 1: Faux Amis (Episode 5),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 19:36:00-05:00,0 days 00:25:21,Emily in Paris: Season 1: A Kiss Is Just a Kiss (Episode 4),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 19:11:00-05:00,0 days 00:24:35,Emily in Paris: Season 1: Sexy or Sexist (Episode 3),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 18:46:00-05:00,0 days 00:24:51,Emily in Paris: Season 1: Masculin F√©minin (Episode 2),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 18:18:00-05:00,0 days 00:28:01,Emily in Paris: Season 1: Emily in Paris (Episode 1),Roku Midland Smart TV,US (United States),Emily in Paris,Romance,Netflix Series
2022-12-25 13:13:00-05:00,0 days 01:28:34,The Invitation,Roku Midland Smart TV,US (United States),The Invitation,Thriller,Film
2022-12-25 10:28:00-05:00,0 days 00:11:30,The Invitation,Roku Midland Smart TV,US (United States),The Invitation,Thriller,Film
2022-12-24 00:11:00-05:00,0 days 01:38:45,Lady Chatterley's Lover,Roku Midland Smart TV,US (United States),Lady Chatterley's Lover,Romance,Netflix Film
2022-12-24 00:07:00-05:00,0 days 00:00:01,In the Dark: Season 1: Pilot (Episode 1),Roku Midland Smart TV,US (United States),In the Dark,Crime,Series
2022-12-22 23:17:00-05:00,0 days 00:44:57,Frontier: Season 3: The Sins of the Father (Episode 6),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-22 22:28:00-05:00,0 days 00:48:40,Frontier: Season 3: House of the Lord (Episode 5),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-22 21:46:00-05:00,0 days 00:42:02,Frontier: Season 3: All for All and None for One (Episode 4),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 21:20:00-05:00,0 days 00:02:20,Frontier: Season 3: All for All and None for One (Episode 4),Apple iPhone 13 Pro Max,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 20:47:00-05:00,0 days 00:31:43,Frontier: Season 3: Satanazas (Episode 3),Apple iPhone 13 Pro Max,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 20:39:00-05:00,0 days 00:04:40,Frontier: Season 3: Satanazas (Episode 3),Apple iPhone 13 Pro Max,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 17:34:00-05:00,0 days 00:07:00,Frontier: Season 3: Satanazas (Episode 3),Apple iPhone 13 Pro Max,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 16:15:00-05:00,0 days 00:41:34,Frontier: Season 3: La Fin Du Monde (Episode 2),Apple iPhone 13 Pro Max,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 13:26:00-05:00,0 days 00:43:53,Frontier: Season 3: The Low Road (Episode 1),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 12:23:00-05:00,0 days 00:43:01,Frontier: Season 2: Keetom Takooteeoo Maheekun (The Return of the Wolf) (Episode 6),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 11:37:00-05:00,0 days 00:44:21,Frontier: Season 2: Cannonball (Episode 5),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 10:53:00-05:00,0 days 00:44:02,Frontier: Season 2: Mutiny (Episode 4),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 09:53:00-05:00,0 days 00:45:16,Frontier: Season 2: The Wolf and the Bear (Episode 3),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 01:34:00-05:00,0 days 00:50:39,Frontier: Season 2: Wanted (Episode 2),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-21 00:16:00-05:00,0 days 00:50:47,Frontier: Season 2: Dead Reckoning (Episode 1),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-20 23:29:00-05:00,0 days 00:44:34,Frontier: Season 1: The Gallows (Episode 6),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-20 22:43:00-05:00,0 days 00:45:31,Frontier: Season 1: The Disciple (Episode 5),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-18 23:36:00-05:00,0 days 00:45:23,Frontier: Season 1: Wolves (Episode 4),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-18 22:51:00-05:00,0 days 00:44:56,Frontier: Season 1: Mushkegowuk Esquewu (Episode 3),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-18 22:05:00-05:00,0 days 00:45:30,Frontier: Season 1: Little Brother War (Episode 2),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-18 20:33:00-05:00,0 days 00:46:43,Frontier: Season 1: A Kingdom Unto Itself (Episode 1),Roku Midland Smart TV,US (United States),Frontier,Period Piece,Netflix Series
2022-12-15 13:09:00-05:00,0 days 00:07:37,PIECES OF HER: Season 1: Episode 1,Roku Midland Smart TV,US (United States),PIECES OF HER,Drama,Netflix Series
2022-12-14 16:25:00-05:00,0 days 00:25:26,Merlin: Season 5: The Dark Tower (Episode 6),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 15:36:00-05:00,0 days 00:42:36,Merlin: Season 5: The Disir (Episode 5),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 14:34:00-05:00,0 days 00:42:07,Merlin: Season 5: Another's Sorrow (Episode 4),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 13:49:00-05:00,0 days 00:42:37,Merlin: Season 5: The Death Song of Uther Pendragon (Episode 3),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 13:05:00-05:00,0 days 00:41:17,Merlin: Season 5: Arthur's Bane: Part 2 (Episode 2),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 11:54:00-05:00,0 days 00:42:30,Merlin: Season 5: Arthur's Bane: Part 1 (Episode 1),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 11:13:00-05:00,0 days 00:41:29,Merlin: Season 4: The Sword in the Stone: Part 2 (Episode 13),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 10:30:00-05:00,0 days 00:42:21,Merlin: Season 4: The Sword in the Stone: Part 1 (Episode 12),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 10:02:00-05:00,0 days 00:28:10,Merlin: Season 4: The Hunter's Heart (Episode 11),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-14 00:09:00-05:00,0 days 00:00:01,Merlin: Season 4: The Hunter's Heart (Episode 11),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 23:56:00-05:00,0 days 00:13:32,Merlin: Season 4: The Hunter's Heart (Episode 11),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 23:13:00-05:00,0 days 00:41:56,Merlin: Season 4: A Herald of the New Age (Episode 10),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 22:24:00-05:00,0 days 00:43:31,Merlin: Season 4: Lancelot du Lac (Episode 9),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 21:41:00-05:00,0 days 00:42:29,Merlin: Season 4: Lamia (Episode 8),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 20:37:00-05:00,0 days 00:42:24,Merlin: Season 4: The Secret Sharer (Episode 7),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 19:54:00-05:00,0 days 00:42:19,Merlin: Season 4: A Servant of Two Masters (Episode 6),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 18:55:00-05:00,0 days 00:42:08,Merlin: Season 4: His Father's Son (Episode 5),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-13 18:10:00-05:00,0 days 00:42:23,Merlin: Season 4: Aithusa (Episode 4),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-12 23:27:00-05:00,0 days 00:43:10,Merlin: Season 4: The Wicked Day (Episode 3),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-12 23:08:00-05:00,0 days 00:19:12,Merlin: Season 4: The Darkest Hour: Part 2 (Episode 2),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-12 21:20:00-05:00,0 days 00:21:38,Merlin: Season 4: The Darkest Hour: Part 2 (Episode 2),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-12 20:32:00-05:00,0 days 00:42:48,Merlin: Season 4: The Darkest Hour: Part 1 (Episode 1),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-12 19:49:00-05:00,0 days 00:42:41,Merlin: Season 3: The Coming of Arthur: Part 2 (Episode 13),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-12 19:47:00-05:00,0 days 00:00:02,Prisoners,Roku Midland Smart TV,US (United States),Prisoners,Thriller,Film
2022-12-11 23:17:00-05:00,0 days 00:42:21,Merlin: Season 3: The Coming of Arthur: Part 1 (Episode 12),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 22:34:00-05:00,0 days 00:43:16,Merlin: Season 3: The Sorcerer's Shadow (Episode 11),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 21:51:00-05:00,0 days 00:42:36,Merlin: Season 3: Queen of Hearts (Episode 10),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 21:08:00-05:00,0 days 00:41:46,Merlin: Season 3: Love in the Time of Dragons (Episode 9),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 20:16:00-05:00,0 days 00:43:05,Merlin: Season 3: The Eye of the Phoenix (Episode 8),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 19:33:00-05:00,0 days 00:42:23,Merlin: Season 3: The Castle of Fyrien (Episode 7),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 18:50:00-05:00,0 days 00:43:11,Merlin: Season 3: The Changeling (Episode 6),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 17:59:00-05:00,0 days 00:43:00,Merlin: Season 3: The Crystal Cave (Episode 5),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 16:41:00-05:00,0 days 00:42:06,Merlin: Season 3: Gwaine (Episode 4),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-11 16:00:00-05:00,0 days 00:39:51,Merlin: Season 3: Goblin's Gold (Episode 3),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-12-08 23:31:00-05:00,0 days 02:11:25,Call Me by Your Name,Roku Midland Smart TV,US (United States),Call Me by Your Name,Romance,Film
2022-12-08 22:31:00-05:00,0 days 00:56:26,Harry & Meghan: Limited Series: Episode 3,Roku Midland Smart TV,US (United States),Harry & Meghan,Documentary,Netflix Series
2022-12-08 22:30:00-05:00,0 days 00:00:17,Harry & Meghan: Limited Series: Episode 3,Roku Midland Smart TV,US (United States),Harry & Meghan,Documentary,Netflix Series
2022-12-08 21:35:00-05:00,0 days 00:51:45,Harry & Meghan: Limited Series: Episode 2,Roku Midland Smart TV,US (United States),Harry & Meghan,Documentary,Netflix Series
2022-12-08 20:42:00-05:00,0 days 00:53:21,Harry & Meghan: Limited Series: Episode 1,Roku Midland Smart TV,US (United States),Harry & Meghan,Documentary,Netflix Series
2022-12-03 18:26:00-05:00,0 days 02:01:48,Lady Chatterley's Lover,Roku Midland Smart TV,US (United States),Lady Chatterley's Lover,Romance,Netflix Film
2022-11-26 22:19:00-05:00,0 days 00:49:21,The Watcher: Season 1: Haunting (Episode 7),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 21:37:00-05:00,0 days 00:41:15,The Watcher: Season 1: The Gloaming (Episode 6),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 20:39:00-05:00,0 days 00:46:21,The Watcher: Season 1: Occam's Razor (Episode 5),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 19:55:00-05:00,0 days 00:33:33,The Watcher: Season 1: Someone to Watch Over Me (Episode 4),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 19:46:00-05:00,0 days 00:07:54,The Watcher: Season 1: Someone to Watch Over Me (Episode 4),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 18:58:00-05:00,0 days 00:44:05,The Watcher: Season 1: G√∂tterd√§mmerung (Episode 3),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 17:56:00-05:00,0 days 00:47:07,The Watcher: Season 1: Blood Sacrifice (Episode 2),Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-26 16:55:00-05:00,0 days 00:45:27,"The Watcher: Season 1: Welcome, Friends (Episode 1)",Roku Midland Smart TV,US (United States),The Watcher,Thriller,Netflix Series
2022-11-24 14:30:00-05:00,0 days 00:18:17,Inside Job: Part 1: Ghost Protocol (Episode 7),Roku Midland Smart TV,US (United States),Inside Job,Animation,Netflix Series
2022-11-24 14:05:00-05:00,0 days 00:25:31,Inside Job: Part 1: My Big Flat Earth Wedding (Episode 6),Roku Midland Smart TV,US (United States),Inside Job,Animation,Netflix Series
2022-11-24 13:48:00-05:00,0 days 00:16:01,Inside Job: Part 1: The Brettfast Club (Episode 5),Roku Midland Smart TV,US (United States),Inside Job,Animation,Netflix Series
2022-11-24 00:33:00-05:00,0 days 00:09:04,Inside Job: Part 1: The Brettfast Club (Episode 5),Roku Midland Smart TV,US (United States),Inside Job,Animation,Netflix Series
2022-11-23 00:22:00-05:00,0 days 00:25:02,Inside Job: Part 1: Sex Machina (Episode 4),Safari MAC (Cadmium),US (United States),Inside Job,Animation,Netflix Series
2022-11-23 00:22:00-05:00,0 days 00:25:12,Inside Job: Part 1: Sex Machina (Episode 4),Safari MAC (Cadmium),US (United States),Inside Job,Animation,Netflix Series
2022-11-23 00:17:00-05:00,0 days 00:05:00,Inside Job: Part 1: Blue Bloods (Episode 3),Safari MAC (Cadmium),US (United States),Inside Job,Animation,Netflix Series
2022-11-22 23:15:00-05:00,0 days 00:21:46,Inside Job: Part 1: Blue Bloods (Episode 3),Safari MAC (Cadmium),US (United States),Inside Job,Animation,Netflix Series
2022-11-22 22:50:00-05:00,0 days 00:25:22,Inside Job: Part 1: Clone Gunman (Episode 2),Safari MAC (Cadmium),US (United States),Inside Job,Animation,Netflix Series
2022-11-22 21:54:00-05:00,0 days 00:30:16,Inside Job: Part 1: Unpresidented (Episode 1),Safari MAC (Cadmium),US (United States),Inside Job,Animation,Netflix Series
2022-11-19 22:20:00-05:00,0 days 00:47:20,1899: Season 1: The Key (Episode 8),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 21:30:00-05:00,0 days 00:49:08,1899: Season 1: The Storm (Episode 7),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 20:40:00-05:00,0 days 00:50:41,1899: Season 1: The Pyramid (Episode 6),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 19:01:00-05:00,0 days 00:44:16,1899: Season 1: The Calling (Episode 5),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 18:14:00-05:00,0 days 00:47:24,1899: Season 1: The Fight (Episode 4),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 17:15:00-05:00,0 days 00:58:46,1899: Season 1: The Fog (Episode 3),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 16:28:00-05:00,0 days 00:43:02,1899: Season 1: The Boy (Episode 2),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 16:03:00-05:00,0 days 00:10:34,1899: Season 1: The Boy (Episode 2),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 15:06:00-05:00,0 days 00:56:44,1899: Season 1: The Ship (Episode 1),Roku Midland Smart TV,US (United States),1899,Drama,Netflix Series
2022-11-19 12:08:00-05:00,0 days 00:02:31,Merlin: Season 3: Goblin's Gold (Episode 3),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-19 11:27:00-05:00,0 days 00:40:19,Merlin: Season 3: The Tears of Uther Pendragon: Part 2 (Episode 2),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-19 11:16:00-05:00,0 days 00:10:27,Merlin: Season 3: The Tears of Uther Pendragon: Part 1 (Episode 1),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-18 19:13:00-05:00,0 days 00:28:49,Merlin: Season 3: The Tears of Uther Pendragon: Part 1 (Episode 1),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-18 18:06:00-05:00,0 days 00:30:09,Merlin: Season 2: The Last Dragonlord (Episode 13),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-17 18:27:00-05:00,0 days 00:19:05,Merlin: Season 2: The Last Dragonlord (Episode 13),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-17 18:26:00-05:00,0 days 00:00:51,Merlin: Season 2: The Fires of Idirsholas (Episode 12),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-17 18:25:00-05:00,0 days 00:00:12,Merlin: Season 2: The Witch's Quickening (Episode 11),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-17 18:24:00-05:00,0 days 00:00:28,Merlin: Season 2: The Last Dragonlord (Episode 13),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-16 11:10:00-05:00,0 days 00:00:08,Merlin: Season 2: The Last Dragonlord (Episode 13),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-16 10:24:00-05:00,0 days 00:07:53,Merlin: Season 2: The Fires of Idirsholas (Episode 12),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-15 23:11:00-05:00,0 days 00:41:26,Merlin: Season 2: The Witch's Quickening (Episode 11),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 22:28:00-05:00,0 days 00:43:04,Merlin: Season 2: Sweet Dreams (Episode 10),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 22:13:00-05:00,0 days 00:15:31,Merlin: Season 2: The Lady of the Lake (Episode 9),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 20:29:00-05:00,0 days 00:27:24,Merlin: Season 2: The Lady of the Lake (Episode 9),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-15 19:55:00-05:00,0 days 00:28:02,Merlin: Season 2: The Sins of the Father (Episode 8),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-15 16:22:00-05:00,0 days 00:12:19,Merlin: Season 2: The Sins of the Father (Episode 8),Apple iPhone 13 Pro Max,US (United States),Merlin,Period Piece,Series
2022-11-15 16:01:00-05:00,0 days 00:02:57,Merlin: Season 2: The Sins of the Father (Episode 8),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 14:35:00-05:00,0 days 00:42:57,Merlin: Season 2: The Witchfinder (Episode 7),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 13:07:00-05:00,0 days 00:42:18,Merlin: Season 2: Beauty and the Beast: Part 2 (Episode 6),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 12:25:00-05:00,0 days 00:42:18,Merlin: Season 2: Beauty and the Beast: Part 1 (Episode 5),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-15 11:41:00-05:00,0 days 00:43:36,Merlin: Season 2: Lancelot and Guinevere (Episode 4),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 22:39:00-05:00,0 days 00:42:41,Merlin: Season 2: The Nightmare Begins (Episode 3),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 21:55:00-05:00,0 days 00:43:22,Merlin: Season 2: The Once and Future Queen (Episode 2),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 21:25:00-05:00,0 days 00:30:09,Merlin: Season 2: The Curse of Cornelius Sigan (Episode 1),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 19:38:00-05:00,0 days 00:13:19,Merlin: Season 2: The Curse of Cornelius Sigan (Episode 1),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 18:54:00-05:00,0 days 00:43:06,Merlin: Season 1: Le Morte d'Arthur (Episode 13),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 17:24:00-05:00,0 days 00:42:21,Merlin: Season 1: To Kill the King (Episode 12),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 16:37:00-05:00,0 days 00:42:06,Merlin: Season 1: The Labyrinth of Gedref (Episode 11),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 15:45:00-05:00,0 days 00:42:06,Merlin: Season 1: The Moment of Truth (Episode 10),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 15:01:00-05:00,0 days 00:42:48,Merlin: Season 1: Excalibur (Episode 9),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 14:17:00-05:00,0 days 00:43:15,Merlin: Season 1: The Beginning of the End (Episode 8),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 14:10:00-05:00,0 days 00:07:45,Merlin: Season 1: The Gates of Avalon (Episode 7),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 12:56:00-05:00,0 days 00:35:09,Merlin: Season 1: The Gates of Avalon (Episode 7),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 11:57:00-05:00,0 days 00:43:01,Merlin: Season 1: A Remedy to Cure All Ills (Episode 6),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
2022-11-14 10:08:00-05:00,0 days 00:36:52,Merlin: Season 1: Lancelot (Episode 5),Roku Midland Smart TV,US (United States),Merlin,Period Piece,Series
